,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1585,Watch Dogs,X360,2014.0,Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,,,5.0,332.0,Ubisoft Montreal,M
1586,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63.0,64.0,6.9,223.0,Slant Six,M
1587,Dragon Ball: Daimaou Fukkatsu,NES,1988.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,,,,,,
1588,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,,,,,,
1589,Reel Fishing,PS,1996.0,Sports,Natsume,0.99,0.13,0.1,0.04,1.25,,,,,,
1590,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.0,0.13,0.02,0.1,1.25,83.0,54.0,8.5,134.0,EA Canada,T
1591,Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,64.0,27.0,8.3,74.0,Genius Sonority Inc.,E
1592,Black,PS2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79.0,62.0,8.4,194.0,Criterion Games,M
1593,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86.0,32.0,7.6,81.0,Ubisoft Montreal,M
1594,LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,88.0,71.0,8.6,348.0,"Tarsier Studios, Double Eleven",E
1595,Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25,69.0,44.0,8.8,190.0,"Spike Chunsoft Co. Ltd., Spike Chunsoft",E
1596,RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,74.0,22.0,8.5,135.0,Chris Sawyer,E
1597,Ratatouille,DS,2007.0,Action,THQ,0.49,0.62,0.0,0.14,1.25,,,,,,
1598,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,37.0,6.2,106.0,Core Design Ltd.,T
1599,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,87.0,45.0,8.6,34.0,Ubisoft Shanghai,T
1600,Road Rash 3D,PS,1998.0,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25,,,,,,
1601,Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81.0,51.0,8.9,155.0,Insomniac Games,T
1602,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.45,0.67,0.0,0.12,1.24,52.0,15.0,6.8,4.0,49Games,E
1603,Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,87.0,29.0,8.3,90.0,Snowblind Studios,T
1604,Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,85.0,10.0,9.0,96.0,Oddworld Inhabitants,T
1605,Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78.0,20.0,7.7,6.0,Namco,E
1606,WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,78.0,9.0,6.9,34.0,Yuke's,T
1607,Tetris 2 (All region sales),GB,1992.0,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24,,,,,,
1608,LEGO Harry Potter: Years 5-7,Wii,,Action,Warner Bros. Interactive Entertainment,0.69,0.42,0.0,0.12,1.24,76.0,8.0,7.8,13.0,Traveller's Tales,E10+
1609,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24,61.0,44.0,8.1,54.0,Double Helix Games,T
1610,[Prototype],PS3,2009.0,Action,Activision,0.65,0.4,0.0,0.19,1.24,79.0,53.0,7.7,308.0,Radical Entertainment,M
1611,Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.12,0.02,0.0,0.09,1.24,,,,,,
1612,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,76.0,36.0,6.4,66.0,EA Sports,E
1613,Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23,32.0,6.0,4.6,29.0,Konami,E
1614,Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E
1615,Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,89.0,8.8,152.0,Team Ninja,M
1616,Cars 2,DS,2011.0,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,,,,,,
1617,Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,70.0,16.0,8.1,19.0,Traveller's Tales,E
1618,Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16,1.23,57.0,51.0,5.5,102.0,Reflections Interactive,M
1619,Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,63.0,38.0,7.2,69.0,Griptonite Games,M
1620,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003.0,Misc,Sony Computer Entertainment,0.69,0.47,0.0,0.08,1.23,,,,,,
1621,Kingdom Hearts II,PS3,2014.0,Role-Playing,Square Enix,0.52,0.35,0.18,0.18,1.23,,,,,,
1622,LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.23,80.0,49.0,8.5,73.0,TT Games,E10+
1623,Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23,,,,,,
1624,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003.0,Platform,THQ,0.88,0.33,0.0,0.02,1.23,,,7.3,6.0,Vicarious Visions,E
1625,Vigilante 8,PS,1998.0,Racing,Activision,0.68,0.47,0.0,0.08,1.23,,,,,,
1626,Hyrule Warriors,WiiU,2014.0,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76.0,81.0,8.3,662.0,Omega Force,T
1627,Castlevania,NES,1986.0,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,,,,,,
1628,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,80.0,22.0,9.1,37.0,Rare Ltd.,E
1629,Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.0,0.13,0.0,0.1,1.23,70.0,59.0,6.7,48.0,Neversoft Entertainment,T
1630,"WarioWare, Inc.: Mega MicroGame$",GBA,2003.0,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,,,,,,
1631,Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,31.0,7.3,42.0,EA Canada,E10+
1632,Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,0.54,0.55,0.0,0.13,1.23,63.0,6.0,7.7,9.0,High Voltage Software,E10+
1633,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,EA Canada,E
1634,Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,65.0,8.2,468.0,Bandai Namco Games,T
1635,Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,63.0,39.0,7.5,27.0,Rare Ltd.,E
1636,Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,43.0,8.5,48.0,Camelot Software Planning,E
1637,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,,,,,,
1638,Pac-Man,NES,1984.0,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,,,,,,
1639,Game & Watch Gallery 2,GB,1997.0,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,,,,,,
1640,Game & Watch Gallery 3,GB,1999.0,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22,,,,,,
1641,Parfait: Chocolat Second Style,PS2,2006.0,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22,,,,,,
1642,NBA Live 99,PS,1997.0,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22,,,,,,
1643,Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,SquareSoft,0.0,0.0,1.14,0.08,1.22,,,,,,
1644,Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,86.0,29.0,9.5,150.0,Camelot Software Planning,E
1645,SimCity 2000,PS,1996.0,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22,,,,,,
1646,Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.3,61.0,neo Software,M
1647,WCW Mayhem,PS,1998.0,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22,,,,,,
1648,NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,19.0,7.8,16.0,Visual Concepts,E
1649,NASCAR Thunder 2003,PS2,,Racing,Unknown,0.6,0.46,0.0,0.16,1.22,84.0,16.0,8.7,17.0,EA Sports,E
1650,Cars,PS2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21,71.0,30.0,8.4,12.0,Rainbow Studios,E
1651,Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,70.0,28.0,6.9,16.0,Blitz Games,E
1652,Call of Duty: Finest Hour,XB,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,73.0,55.0,7.8,22.0,Spark Unlimited,T
1653,Final Fantasy IV,DS,2007.0,Simulation,Square Enix,0.51,0.04,0.62,0.05,1.21,85.0,52.0,7.7,164.0,Matrix Software,E10+
1654,Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,22.0,8.5,111.0,Savage Entertainment,T
1655,Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85.0,69.0,8.1,206.0,Capcom,T
1656,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,41.0,8.6,184.0,Sucker Punch,E
1657,WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,73.0,47.0,7.4,237.0,Yuke's,T
1658,Star Wars Episode 1: Jedi Power Battles,PS,1999.0,Action,LucasArts,0.66,0.48,0.01,0.06,1.21,,,,,,
1659,Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,86.0,13.0,9.0,91.0,Capcom,M
1660,The Magical Quest starring Mickey Mouse,SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,0.03,1.21,,,,,,
1661,Dragon Quest IV: Michibikareshi Monotachi,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,,,,,,
1662,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0,24.0,9.0,45.0,Electronic Arts,E
1663,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,130.0,CyberConnect2,T
1664,Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75.0,16.0,7.6,39.0,Electronic Arts,T
1665,Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71.0,27.0,5.1,299.0,Visceral Games,M
1666,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007.0,Misc,,0.87,0.32,0.0,0.02,1.21,,,,,,
1667,Bayonetta,PS3,2009.0,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0,Nex Entertainment,M
1668,Test Drive 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21,,,,,,
1669,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,85.0,61.0,8.6,105.0,EA LA,E
1670,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005.0,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2,,,,,,
1671,The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,Surreal Software,T
1672,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.44,0.63,0.0,0.14,1.2,73.0,19.0,8.2,10.0,Maxis,T
1673,FIFA Soccer 07,PSP,2006.0,Sports,Electronic Arts,0.25,0.64,0.0,0.31,1.2,,,,,,
1674,ATV Offroad Fury 3,PS2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0,Climax Group,E
1675,F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E
1676,Farming Simulator 2015,PC,2014.0,Simulation,Focus Home Interactive,0.08,1.04,0.0,0.07,1.2,,,,,,
1677,Pikmin 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,90.0,54.0,9.1,137.0,Nintendo,E
1678,NFL 2K,DC,1999.0,Sports,Sega,1.12,0.05,0.0,0.02,1.2,,,,,,
1679,SolarStriker,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,,,,,,
1680,TwinBee,NES,1986.0,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,
1681,Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,
1682,Dragon Ball Z: La Legende Saien,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2,,,,,,
1683,Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0,Shiny Entertainment,T
1684,Cars,PSP,2006.0,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7.0,4.0,Locomotive Games,E
1685,NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,EA Sports,E
1686,FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,EA Sports,E
1687,Nuclear Strike,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,,,,,,
1688,The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,14.0,6.8,9.0,Altron,E
1689,LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,28.0,7.5,81.0,Traveller's Tales,E10+
1690,Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,81.0,78.0,8.6,377.0,Nintendo EAD Tokyo,E
1691,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Platform,THQ,0.92,0.23,0.0,0.04,1.19,71.0,4.0,7.7,7.0,Vicarious Visions,E
1692,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,83.0,19.0,8.4,43.0,Konami,E
1693,Destiny: The Taken King,XOne,2015.0,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,393.0,"Bungie Software, Bungie",T
1694,Scarface: The World is Yours,PS2,2006.0,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,75.0,46.0,8.6,113.0,Radical Entertainment,M
1695,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,,,,,,
1696,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19,,,,,,
1697,The Dukes of Hazzard: Racing for Home,PS,1999.0,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19,,,,,,
1698,Hitman 2: Silent Assassin,XB,,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,84.0,23.0,8.0,19.0,Io Interactive,M
1699,Disney Sing It,Wii,2008.0,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.11,1.19,,,,,Zoe Mode,E
1700,WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,Yuke's,T
1701,Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19,76.0,14.0,7.3,11.0,Treyarch,E
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,,,,,,
1703,Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76.0,32.0,7.9,17.0,"Nintendo, Nintendo Software Technology",E
1704,Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87.0,54.0,8.2,147.0,Kojima Productions,M
1705,Metal Gear Solid VR Missions,PS,1999.0,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18,,,,,,
1706,LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action,Activision,0.65,0.42,0.0,0.11,1.18,59.0,4.0,,,TT Fusion,E
1707,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,
1708,Pole Position,2600,1982.0,Racing,Atari,1.1,0.07,0.0,0.01,1.18,,,,,,
1709,Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78.0,37.0,7.9,282.0,NetherRealm Studios,T
1710,Mario Tennis,GB,2000.0,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,,,,,,
1711,Shenmue,DC,1999.0,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,88.0,9.0,9.4,201.0,Sega AM2,T
1712,Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18,,,,,,
1713,Just Dance 4,X360,2012.0,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+
1714,Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision,0.85,0.31,0.0,0.02,1.18,95.0,16.0,7.5,22.0,Vicarious Visions,E
1715,One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,33.0,6.5,55.0,"Omega Force, Tecmo Koei Games",T
1716,Super Ghouls 'n Ghosts,SNES,1991.0,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,,,,,,
1717,Soviet Strike,PS,1996.0,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17,,,,,,
1718,Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M
1719,Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70.0,14.0,8.8,60.0,Krome Studios,E
1720,Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,Slant Six,M
1721,Mega Man 3,NES,1990.0,Platform,Capcom,0.68,0.1,0.39,0.0,1.17,,,,,,
1722,LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,Traveller's Tales,E10+
1723,PokÌ©Park Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,62.0,22.0,7.2,36.0,Creatures Inc.,E
1724,WWE '12,PS3,2011.0,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,28.0,6.9,80.0,Yuke's,T
1725,Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,,,,,,
1726,Romancing SaGa 2,SNES,1993.0,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17,,,,,,
1727,Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17,,,,,,
1728,Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,57.0,4.0,8.4,37.0,Sand Grain Studios,T
1729,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17,96.0,57.0,7.9,3756.0,Rockstar North,M
1730,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,39.0,8.6,2754.0,Obsidian Entertainment,M
1731,Cool Boarders 4,PS,1998.0,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17,,,,,,
1732,WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,81.0,38.0,8.1,55.0,Yuke's,T
1733,Rage Racer,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,,,,,,
1734,Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,65.0,23.0,5.8,28.0,EA LA,T
1735,Army of Two,PS3,2008.0,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74.0,43.0,7.3,118.0,EA Montreal,M
1736,Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.08,1.17,84.0,75.0,5.3,1711.0,Maxis,E10+
1737,Destruction Derby 2,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17,,,,,,
1738,Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,43.0,8.0,31.0,Nintendo,E
1739,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,Traveller's Tales,E10+
1740,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.0,19.0,8.9,53.0,Rockstar San Diego,E10+
1741,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,31.0,6.3,24.0,Red Storm Entertainment,T
1742,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83.0,13.0,7.9,16.0,Light Weight,T
1743,Mirror's Edge,X360,2008.0,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79.0,82.0,7.6,328.0,EA DICE,T
1744,Sonic the Hedgehog,PS3,2006.0,Platform,Sega,0.41,0.06,0.04,0.66,1.16,43.0,17.0,4.1,176.0,Sonic Team,E10+
1745,NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,17.0,8.5,22.0,EA Sports,E
1746,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,,,,,,
1747,Sega Rally Championship,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02,1.16,,,,,,
1748,Jet Force Gemini,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,,,,,,
1749,Mega Man X,SNES,1993.0,Platform,Capcom,0.57,0.08,0.5,0.01,1.16,,,,,,
1750,Test Drive: Off Road,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,,,,,,
1751,Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,77.0,13.0,7.6,21.0,Ubisoft,E
1752,FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,88.0,22.0,5.8,328.0,EA Canada,E
1753,Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88.0,41.0,8.0,238.0,TOSE,T
1754,LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16,,,,,,
1755,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,45.0,39.0,5.8,89.0,City Interactive,M
1756,Sonic Rush Adventure,DS,2007.0,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78.0,32.0,8.2,66.0,Dimps Corporation,E
1757,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,83.0,29.0,8.1,30.0,Sports Interactive,E
1758,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,15.0,8.3,30.0,Midway,T
1759,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69.0,20.0,7.3,30.0,EA LA,T
1760,Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43.0,5.0,3.4,13.0,Blitz Games,M
1761,Wario Land: Shake It!,Wii,2008.0,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15,,,,,,
1762,Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.21,1.15,86.0,37.0,6.7,228.0,Sports Interactive,
1763,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15,,,,,,
1764,Medal of Honor: Warfighter,X360,2012.0,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15,53.0,43.0,5.4,437.0,Danger Close,M
1765,Qix,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,,,,,,
1766,Derby Stallion III,SNES,1995.0,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15,,,,,,
1767,Doraemon,NES,1986.0,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15,,,,,,
1768,High School Musical 2: Work This Out!,DS,2008.0,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15,,,,,,
