Row Labels,Sum of QUANTITY (FAILS)
MKTY,10557
PGENY,10555
AUDC,10533
GYLD,10515
PVL,10508
LVMUY,10507
YOOIF,10500
BATRA,10488
GSPRD,10481
IPLDP,10471
ROIUF,10458
MSB,10456
MINC,10439
CIOPRA,10434
GIII,10431
EMXF,10430
SMGZY,10426
PHGEWS,10423
AGNCO,10417
ASPLU,10413
SFTTW,10405
ELBSF,10402
VULMF,10400
ARTW,10394
SELF,10389
PACXF,10386
JKG,10380
VLEEY,10375
JSGRY,10363
TPRC,10358
CRVL,10346
JPI,10333
FWP,10312
FFBC,10306
VPC,10306
FHI,10303
EPSN,10301
MUJ,10298
RPT,10297
GEN,10291
MINDP,10290
GRTX,10285
DEO,10282
EXPGY,10278
HGV,10277
HMLP,10276
TBI,10265
GASNY,10247
IPB,10246
OSN,10232
BKNG,10230
VREX,10209
HCCI,10202
MFCO,10200
BCOR,10189
GBT,10171
PSBPRX,10171
CDL,10158
LEGH,10158
MTSFY,10157
NDLS,10141
DY,10136
ACKIU,10134
INBC,10125
TROUF,10120
DWSN,10111
SMIT,10105
LIXTW,10085
KSRYY,10073
ESLT,10070
MPNGY,10057
LGLV,10056
VFC,10052
MOST,10051
VLCJF,10050
THC,10043
ABTX,10040
KCCB,10036
PRS,10034
GDO,10028
SNLN,10024
XOMA,10013
DTW,10012
WFCPRQ,10011
RYKKY,10007
DHR,10001
AVOI,10000
NTPY,10000
SPOI,10000
TRC,9985
ECCX,9975
XLRM,9972
CBB,9971
FANH,9971
KEMX,9969
EJPRY,9966
APOG,9961
RE,9959
JPT,9957
HAE,9954
DIAX,9940
ITT,9935
GPJA,9929
INSI,9929
PFIN,9922
DBJP,9906
EQIX,9904
LYSFY,9900
FULTP,9896
DOOR,9884
NSS,9877
ULTA,9876
GXYYY,9873
GIDMF,9860
IIGV,9858
TRBMF,9858
DGNOF,9840
BACPRK,9817
CTS,9807
VNCE,9801
QMCO,9800
MC,9798
JFR,9789
CFXA,9785
VPV,9781
REG,9778
RFPRB,9769
NBACU,9766
QADA,9744
IGI,9738
TTCM,9731
DWMC,9722
GLU,9718
VLGEA,9710
PBIPRB,9707
POST,9706
ADNY,9703
GABPRG,9701
AMBA,9696
SSB,9695
CHRRF,9686
UCPA,9676
EFAD,9675
BPMC,9671
CABA,9671
SGC,9661
AAGH,9651
REYN,9642
MITTPRC,9630
IVRPRC,9622
COFPRJ,9617
MTH,9616
SNV,9614
ADMS,9607
ATAX,9603
GSPRA,9601
NRZPRB,9592
IPVU,9578
LNTH,9576
MPIR,9568
WTFC,9566
IBTH,9565
ESNT,9558
UFPI,9543
MVCD,9542
AVTRPRA,9528
MTN,9521
HYB,9516
CTMCF,9514
UDR,9512
NBRPRA,9511
LAZ,9503
WIZP,9500
SPXB,9496
UI,9496
CGNX,9495
STXS,9489
CWEB,9488
FCEF,9487
VVI,9486
FUL,9485
SWKH,9479
PWVI,9475
PNFPP,9471
PSAPRK,9465
SJ,9451
FLLA,9437
LILAK,9437
LFACW,9429
QUAN,9424
APTVPRA,9421
BXS,9411
QURE,9406
WRBPRG,9399
EES,9395
BIF,9384
EFC,9381
JKE,9378
ASUR,9376
AASP,9372
BCV,9361
SPNS,9358
ATNX,9355
RQI,9352
ARDS,9339
CLNYPRJ,9339
INTK,9333
ZVO,9331
EPM,9329
PFL,9324
MOGA,9322
RZLT,9322
CXRXF,9311
FPA,9311
GSTX,9286
TTEK,9279
CTT,9274
TKSI,9260
HALL,9249
PBP,9238
CCD,9235
ADRNY,9232
EQHPRC,9232
GNSS,9231
AMED,9227
LMST,9221
NLYPRG,9221
ATVDY,9212
PAG,9212
CMSD,9206
NYRSY,9205
CALM,9193
EIS,9182
BKEAY,9169
USLG,9158
HVT,9157
NYMTO,9154
DDF,9151
TTSH,9143
WIMHY,9143
FYLD,9142
ATLKY,9141
IAA,9138
XENT,9138
WINRW,9135
FF,9132
OBNK,9131
BCOMF,9130
MSM,9130
MYF,9124
INSP,9117
TRS,9117
BCEI,9111
CCS,9111
SEM,9111
REVG,9110
SVMK,9104
PCM,9102
SOHON,9101
DYFN,9100
IIM,9083
BSE,9082
SIVBP,9078
MIDD,9073
ISRG,9060
SMTI,9056
DLNGPRA,9047
EUCR,9033
HTLFP,9025
FBIOP,9021
CPMD,9011
FRGI,9009
CROC,9006
SDTTU,9001
PHXHF,9000
ORXGF,8986
DK,8959
SBOEY,8956
TPB,8952
PSR,8937
SBSI,8937
FIX,8935
BTN,8931
VIVO,8925
RAFA,8924
SOBR,8922
YEWTF,8920
EAOM,8919
HAYN,8919
GLDD,8917
PNR,8916
COFE,8905
QTWO,8905
CE,8898
COFPRG,8895
CGROW,8889
TGPPRB,8881
MAX,8873
PNOV,8860
PLW,8859
NHMPF,8853
BOMN,8852
CNWHF,8850
MTX,8849
CHMA,8844
TESS,8843
TMEB,8841
AQNB,8835
LUNG,8835
DIN,8825
PSF,8809
TNP,8808
FRA,8801
ENGGY,8796
CAMT,8792
ASGN,8790
QTRHF,8780
QUOT,8771
HSC,8770
SGRY,8767
SLVTF,8757
GASXF,8754
BDCZ,8747
PARNF,8745
OXSQL,8741
INBKZ,8735
STBA,8723
KLYCY,8722
SNLRF,8715
NWS,8702
FCPI,8701
EVTCY,8698
AGNCN,8697
BCYC,8695
GDYNW,8694
WTFCP,8694
IFUS,8688
AAON,8680
HNNMY,8679
PANL,8675
JHMD,8674
DXYN,8671
ZLAB,8666
RDCM,8662
AHH,8661
UFCS,8652
IPOBU,8647
DEEF,8635
TWOPRD,8625
TWSI,8625
ASIX,8619
FBZ,8608
FRMO,8606
DAUG,8604
CWCO,8601
DIFTY,8584
DZZ,8565
PLYMPRA,8548
PATI,8541
FRLN,8540
RILY,8539
NTCT,8538
ACGLO,8537
GCP,8535
UFS,8533
JRO,8532
TNPPRF,8531
BCD,8520
GERM,8511
RBKB,8493
UFAB,8485
TEAF,8477
SBEU,8471
XSHD,8461
DTTVY,8460
IEDI,8459
GAIA,8455
INVE,8455
PXLW,8455
CPRT,8450
CNMD,8440
CMOPRE,8439
IDN,8432
RMBS,8431
FVAM,8427
RBCN,8418
EBMT,8405
NCMI,8401
BTA,8396
FACO,8392
PPRUY,8386
HWCPZ,8368
PSL,8364
HIHO,8363
HNNA,8362
THY,8358
KAR,8357
GMAB,8350
EVRG,8336
ROMO,8334
RJZ,8333
WJRYY,8331
INCO,8325
AEIS,8324
HTPRC,8310
IIACU,8307
NGHC,8303
JEXYY,8293
NDP,8292
GOODM,8288
EDI,8284
BYDGF,8272
BDPT,8261
BCDAW,8259
ZNRG,8257
TARO,8252
BFS,8248
HPXU,8237
CLKA,8235
BL,8228
NTGR,8223
KJUL,8222
ALUSU,8217
RCG,8211
SITE,8211
NDVN,8210
SPXC,8210
ROIC,8204
IVDN,8202
LEVLP,8202
BGR,8200
CNPPRB,8195
UTMD,8192
WARGF,8192
CNVAF,8184
HELX,8182
SCL,8181
KF,8178
AMSC,8175
PTCT,8172
NVEE,8168
SGUJ,8162
SHLD,8150
ELMUY,8149
RWVG,8141
SYFPRA,8140
TDCH,8140
SSCFF,8132
PFIE,8129
NJR,8125
TRT,8118
PCFBY,8101
BCML,8100
FTAIPRB,8092
CDUAF,8089
MCY,8081
RILYI,8073
HSCM,8070
CPSI,8055
VTN,8053
AAA,8052
SJMHY,8052
VRSN,8044
LQMT,8040
DUC,8029
AXLE,8028
FCCO,8023
NLLSY,8021
PSWW,8009
PMGYF,8008
MCCX,8000
NGHCN,7979
ACV,7969
ECCE,7961
FLLV,7959
ASHS,7957
NEXOY,7954
AFGB,7952
EMED,7951
FMX,7951
OPI,7950
ANSLY,7949
TCBI,7945
JBHT,7934
PSC,7933
VICE,7932
FLRU,7919
KIMPRL,7902
MLI,7902
SPXX,7895
AVPMD,7892
EWBC,7878
RELL,7877
CCOEY,7873
FBRX,7866
PIFFY,7864
SPND,7861
OXSQZ,7857
MGU,7852
ALPE,7850
GNBT,7836
MWA,7835
AXVEF,7834
VMAC,7833
LPTH,7825
TTP,7825
GNRC,7823
WFCPRW,7822
OXM,7821
AGLAF,7814
AFC,7808
GZTGF,7806
XLG,7804
CRS,7803
MRPLY,7797
ACICU,7793
CNR,7790
VNSE,7790
ANAS,7776
AFGD,7770
JHX,7768
FNRN,7765
REMYY,7763
RBCAA,7760
LSAF,7757
WRTBY,7750
ITMR,7749
MRGE,7735
PRGNF,7735
TOWN,7735
MEI,7731
BSTZ,7724
TNPPRE,7720
SYV,7713
USBPRO,7711
ARCW,7704
INDY,7701
FSWA,7700
PRDSY,7691
TPLC,7685
MRAAY,7681
PFSI,7681
MITUY,7677
CHSCN,7673
XANPRC,7667
HTPRE,7666
PRED,7663
YLDE,7658
OLMA,7655
WWOW,7654
IQI,7643
HTD,7633
PTK,7633
SREPRA,7626
HTCMY,7619
AGLE,7615
KEYPRI,7605
PKE,7602
NXP,7589
BHFAP,7577
UHS,7575
TARA,7570
GRCYW,7566
IBEX,7566
ABM,7564
HALMY,7545
HYBB,7543
SEAOF,7542
NOM,7538
CDELF,7536
IRCP,7524
ARW,7522
MITTPRA,7522
CMREPRB,7515
UNTY,7513
CURE,7512
AVANU,7511
BNDSY,7505
WHLM,7505
AIFLY,7500
NMPRH,7500
LCAPW,7499
LXGTF,7497
CLOK,7494
HIGPRG,7494
ISRA,7486
PWCDF,7485
ISHG,7481
SUOPY,7478
RDVT,7474
APXTU,7468
AIZ,7459
MNSBP,7450
OILK,7446
PATK,7438
FLBR,7433
DSJA,7430
ATCOPRI,7428
MODVF,7427
ALACR,7422
SOHOB,7416
MAHLY,7408
GRA,7404
JPMB,7403
HMN,7398
BIBLF,7392
DEI,7380
OVS,7380
DTRC,7379
JAPAY,7378
BRBR,7370
NTRSO,7367
CBGPY,7361
FUJHY,7357
SKBSY,7357
PGC,7354
OLP,7350
BACPRA,7344
IDHD,7342
IRS,7341
VERXXXX,7341
HTY,7340
GLIBP,7339
CZMWY,7329
NFG,7323
SBBA,7318
VOXX,7298
HEYBD,7294
IBOC,7288
ROAD,7288
MACUU,7287
PPH,7274
EBRB,7273
LZB,7254
TRTNPRB,7254
CALT,7252
MED,7250
PLAB,7244
WYND,7235
PMM,7232
BLSA,7224
FRCPRI,7224
THBRF,7223
AGTC,7220
WOPEY,7214
RILYO,7212
REK,7211
MGPI,7210
PRTHW,7202
TIG,7194
ALLPRH,7191
NHA,7187
OPT,7182
SMAA,7172
CTRA,7165
CQRLF,7164
QQD,7163
RNMC,7157
FSRVU,7154
SWM,7152
COHN,7151
MSPRK,7151
MRZM,7150
K100DIVDYMNT,7149
GECCM,7147
ARBTF,7139
SZK,7139
WLWHY,7133
PTC,7130
VUSE,7130
BRQSW,7122
JJN,7119
CODIPRC,7112
IBCE,7110
KIO,7099
GPC,7094
SBAC,7094
UIS,7082
GFLU,7078
MSVX,7076
KRNY,7072
NURE,7069
CPSRU,7068
METPRA,7068
ALINPRB,7067
NBHC,7065
INSE,7061
PZN,7061
GXGXW,7054
AMHC,7053
PMD,7053
CULP,7052
BOKF,7042
INDF,7038
IAIC,7036
BAL,7035
FITBO,7034
REPL,7033
AHLPRE,7031
ZLNDY,7031
NAD,7029
NBW,7020
SEGYY,7014
FLGR,7011
FSLF,7008
AXREF,7000
PCNT,7000
LSYN,6996
BPYPN,6995
PSCH,6995
GECCL,6994
RGP,6981
BSBE,6980
CLLXF,6977
NMMCW,6976
WINT,6971
BCPRB,6970
BDNNY,6959
EVI,6955
QVCD,6951
PSAPRG,6948
USM,6943
BTDPY,6942
REXRPRA,6941
ALINPRE,6937
PKKFFXXXX,6930
CENT,6923
GFN,6914
CRTDW,6910
IRMD,6909
RMBL,6889
QLI,6882
EXPCU,6877
LOPE,6869
VINO,6868
LDEM,6864
ETR,6851
ODFL,6851
AIMC,6845
AKOA,6844
FSBW,6841
THQ,6827
HTBI,6822
FJUL,6808
MICR,6804
GL,6781
MRAM,6781
EGOV,6779
IIPR,6777
SGSOY,6776
MMTIF,6775
ATHPRB,6772
BDVSY,6769
CYBQY,6760
BSET,6759
CPA,6758
GLOPPRC,6746
PREPRH,6743
WNS,6743
HLIO,6741
HY,6739
TBBK,6728
CIGI,6727
ERM,6714
FICS,6711
AVNT,6709
MDLX,6697
ORGS,6694
BNY,6693
OESX,6693
CAL,6688
HLIT,6688
LONEQ,6686
GLOH,6685
LNVGY,6684
VENV,6680
DFIN,6657
TWOPRA,6656
SFIG,6649
TDWWS,6641
MTEM,6640
ANDE,6637
ATHPRC,6637
FRCPRH,6637
OPHLY,6637
HII,6635
QQC,6635
PLMR,6632
EDV,6630
MYC,6626
FJTNY,6622
HMLPPRA,6611
SDGA,6608
HLUYY,6602
BW,6596
HDSLD,6583
KNYJY,6583
ELVT,6578
IVRPRA,6571
LXU,6554
OM,6554
GAINM,6550
IPATF,6548
FFEB,6547
HSKA,6545
FMC,6543
SCCC,6543
DJUN,6539
CHME,6528
FEIM,6527
FGFPP,6525
RSSFF,6522
METPRE,6512
AMBCWS,6506
RIGS,6506
FMCKO,6501
GTBAF,6500
NWGIW,6500
VRTC,6500
BDL,6496
GYC,6494
YSACU,6488
FUPBY,6474
AOS,6473
CUBIPRC,6472
ITLK,6471
MN,6460
SCHN,6458
POR,6455
SUEZY,6446
PH,6445
MBNKP,6444
TWOPRE,6436
EDF,6426
USI,6423
BANX,6417
SCX,6415
MDRRP,6399
RNRPRF,6391
AFGC,6390
PEBPRF,6384
AHTPRG,6379
KALL,6379
PSCX,6378
BMLPRH,6374
BHR,6369
FATBP,6366
LTC,6365
PJUN,6363
EXPD,6356
PXHI,6356
VACNY,6350
BACHY,6348
AXGN,6347
AYALY,6342
PARR,6333
MEEC,6331
MRCC,6331
FFTG,6323
SRRA,6320
TTEC,6320
AMHPRG,6319
AKOB,6318
CGEI,6318
PFMT,6313
PHI,6311
SEE,6310
JPUS,6293
GTN,6288
APD,6286
IEX,6285
PNTG,6283
AUKNY,6279
BLFE,6278
AGMPRD,6277
AHLPRC,6273
IDA,6271
HPKEW,6260
VNOPRK,6256
CMREPRE,6250
KCAPL,6250
AFYA,6243
SEOAY,6239
MFM,6237
PMBC,6235
SR,6234
SPE,6213
LSCC,6206
MITTPRB,6206
FRPC,6200
APAM,6197
PRIFPRD,6197
GXSFF,6190
NREF,6189
BKSC,6177
ACLS,6163
AMTB,6163
ZIG,6163
CICOY,6153
EXPO,6150
CIMPRB,6148
PBPB,6145
WRBPRE,6139
FOLD,6132
IMVT,6129
MZA,6126
CTBI,6122
SWZ,6122
EVA,6120
GECCN,6117
OMF,6115
GDP,6111
APWS,6100
EIGR,6091
TTMI,6089
GGTPRG,6087
GFASY,6080
MFBP,6078
IBTG,6071
CAPL,6070
SIEGY,6067
CAMP,6066
ZIONO,6063
SKY,6061
BCEL,6040
FBK,6026
NTUS,6025
VTIQU,6024
HENC,6018
MSEX,6017
WSBC,6016
KEX,6011
EVT,6010
OPINI,6010
BBK,6006
EWPMF,6000
TVIPF,6000
FEXXF,5999
ASRVP,5990
SBCF,5990
QABSY,5985
WCUI,5985
CLBK,5982
CRBBF,5976
CHSCM,5975
CPTAL,5974
ARES,5972
CEA,5961
JSM,5961
AHELF,5959
SFPRC,5959
ACAMU,5950
RPTPRD,5948
IBTI,5946
FFR,5945
POWL,5927
EMIS,5926
BKRKY,5920
EGP,5920
ZIONL,5919
PFXNL,5915
HTLD,5910
SLMBP,5909
UZD,5909
SRCPRA,5902
CHUY,5894
CMSC,5885
SIG,5883
FEO,5877
TBB,5876
DRADP,5875
APOPRB,5874
GRCYU,5871
MERPRK,5867
CYAD,5866
EQHPRA,5862
ORBT,5860
SWAV,5859
SPSC,5857
NMMCU,5855
NAII,5853
PPC,5853
MODN,5851
NPSCY,5847
SCPE,5847
SGOV,5838
APELY,5834
KB,5826
VABK,5820
OXFD,5815
FLEE,5812
KOF,5810
SFUN,5809
TUSA,5807
TCX,5805
CASY,5802
LBRDP,5801
UZC,5800
LSRCY,5793
CIMPRD,5791
CUTR,5791
PTLC,5790
CHPM,5786
ATRO,5785
G,5782
CVBF,5779
SWMAY,5774
GAA,5772
OPP,5752
RHP,5750
SRACU,5746
QLYS,5745
GPLA,5743
TA,5737
TVC,5736
CMPR,5732
EWCO,5732
ESS,5731
BSMU,5723
TMGEF,5723
REW,5716
BSRR,5713
SANM,5709
AVDR,5708
DPMLF,5707
GNPKU,5706
CONE,5704
JJM,5698
PSBPRW,5695
QWLD,5691
TYL,5691
RFPRC,5690
USAP,5690
BAPR,5686
CUB,5683
NEEPRN,5681
CSU,5669
MMLG,5668
THMG,5668
PZZA,5667
MCCHF,5663
MHPRC,5661
COFS,5657
MRLN,5654
VPHIF,5650
JOBS,5641
KPCPY,5634
HZONU,5628
KDNY,5628
AEL,5625
PRSP,5621
ACEVU,5618
LATN,5610
ECIA,5609
MESA,5604
AHC,5600
SABRP,5593
ARGT,5585
SILXY,5582
JJGTF,5580
KBR,5571
BBW,5567
MIDLF,5563
ETRXF,5561
CLBS,5560
ADOCU,5559
THRM,5559
CEE,5558
SAIA,5558
RICK,5557
TMDX,5555
XNGSY,5547
PDT,5540
GRRB,5537
FRBK,5527
MDWT,5523
NYMTN,5516
WTFCM,5514
EELV,5511
CVGRF,5506
RKFL,5505
SRCL,5503
KKRPRA,5502
AAICPRC,5500
AGMPRF,5500
FDM,5494
SOJB,5492
PGZ,5491
GBLIL,5489
ACGLP,5478
GFNSZ,5472
VSMV,5470
GSL,5458
JHMF,5454
EVC,5450
CHIE,5446
EVTN,5445
WOR,5445
NGE,5444
PXE,5443
IGAP,5434
NVMZ,5434
NMI,5433
PSMT,5432
XDIV,5427
HT,5424
TRNFD,5421
IEME,5418
MOTNU,5416
IBDL,5410
RDRUY,5405
SAFE,5404
DT,5403
VOYA,5403
CCYY,5400
OEUR,5400
TLOG,5398
CHEOY,5396
NIE,5395
OMRNY,5395
SOHOO,5390
AGOPRF,5386
RMGU,5385
SPFI,5384
AZBO,5382
TZACW,5381
SAL,5375
CCNEP,5373
ATSAF,5352
CSSEP,5342
NVMI,5334
STTPRG,5316
SHOPRE,5314
JSD,5301
TILCF,5301
CTAS,5297
INLX,5292
T012RTSPYMNT,5291
GEF,5288
AMNF,5284
ARNA,5284
ATLCY,5284
GABPRH,5281
MIELY,5276
RZA,5275
HTIA,5272
MDGSW,5272
YSGG,5262
PBCTP,5257
OMVKY,5240
PCGPRB,5240
SILC,5235
ARGO,5231
LGL,5231
CUBIPRF,5229
GGM,5221
NOVT,5217
RWGV,5217
BPYPO,5216
TISI,5214
GMLPP,5213
EJMLL,5208
ALGT,5206
BLKB,5202
ATCOPRE,5185
EMP,5185
NCZPRA,5182
CHAD,5178
NEPH,5168
NGVC,5168
EUSC,5166
ICBK,5161
VCRA,5160
VRTY,5153
PCH,5150
OXLCO,5143
SGG,5137
BCO,5135
CCRN,5135
LGFB,5134
IBTD,5131
VTRN,5129
GCGMF,5126
CTAA,5122
GOOD,5122
LRCFF,5120
GRPU,5119
GBIM,5118
GLBZ,5117
KAYSD,5110
CLNYPRG,5107
STRA,5096
AGGY,5094
TGPPRA,5091
AMH,5086
SAYFF,5080
EFAS,5079
GLPRC,5076
RDBBY,5074
AKBTY,5068
RDY,5068
COR,5067
WSFS,5060
GIXU,5058
AMAR,5057
KSM,5057
NYCBPRU,5057
LII,5054
BSJK,5049
MATW,5044
KHOLY,5040
CHSCL,5037
RCB,5036
NXGT,5032
TSBK,5027
LIVE,5026
PRAH,5026
HVRRY,5023
BHRPRD,5017
PETVD,5015
SMN,5014
UMHPRD,5014
PAYC,5009
COWN,5007
TDJ,5007
CHW,5003
CVHSY,5000
DWIS,5000
EVAR,5000
GLGLF,5000
CCNE,4994
ARKAY,4991
GCCFF,4984
SRGPRA,4983
MANH,4980
NRK,4980
STRRP,4979
OFG,4977
ANSS,4971
SAH,4971
MHPRD,4967
ARCB,4966
FHNPRE,4959
AHTPRI,4957
SGA,4947
WPS,4947
CAGDF,4946
SITCPRA,4938
VPGI,4936
HRI,4935
AVD,4917
BCTG,4914
TLGHY,4913
STBFY,4912
SEIX,4911
UBCP,4911
CSV,4907
GVCXF,4903
SAK,4903
CFFN,4901
CENTA,4899
GIGM,4898
LRTTD,4895
UNMA,4887
GDNGY,4886
ALOT,4867
EDIV,4867
LOAKU,4858
STLM,4852
GDVPRG,4848
GLUC,4841
IEC,4839
KSPN,4836
GQRE,4833
WWD,4833
INTT,4832
ANFC,4831
SBKO,4825
CSML,4821
TECH,4819
XBIOW,4818
WFCF,4806
CORRPRA,4801
SCTC,4800
EIDX,4795
TWOPRC,4793
TAYO,4792
CEVA,4791
PAUG,4791
MYRG,4790
BRLIR,4786
DNZOY,4782
OSPN,4776
TMDV,4774
CVLT,4761
AMHPRD,4759
CFACW,4754
DYNF,4752
VNOPRM,4750
HOMB,4745
CODIPRB,4739
DCOMP,4738
AMBBY,4735
HMTV,4719
HE,4716
MOBL,4708
TWI,4705
TVE,4703
BMLPRJ,4701
BRF,4700
LOAN,4698
HI,4693
CLIX,4689
IBP,4689
FLBL,4683
VNOPRL,4676
EEA,4674
NEWR,4672
TAYD,4672
LOWC,4670
NIPRB,4666
OAKPRB,4665
GHRI,4652
FNBPRE,4640
WAFD,4640
ATRC,4638
PRO,4638
FXG,4637
WABC,4636
NOA,4629
PAK,4625
FPXE,4621
TWNKW,4614
BCM,4609
SPNVU,4609
ACET,4598
MRCCL,4597
TFCPRH,4596
OBOR,4595
WFIG,4592
ITACU,4579
BNCC,4573
CLCGY,4573
KAI,4572
KDOZF,4570
CUT,4565
VIRC,4561
TRU,4554
AJX,4551
KWR,4551
LHCG,4551
LBLTF,4550
SPXE,4550
BNKO,4549
MG,4549
AFB,4542
PIOE,4540
BTVCY,4539
FCNCA,4539
LSAQ,4539
NSTG,4539
ROAM,4536
MGYR,4535
NVZMY,4534
THFF,4534
AAT,4527
COHU,4527
R,4524
FRCPRG,4522
SVVC,4519
WAB,4518
BCPC,4514
LASR,4511
MTGP,4505
NXRT,4499
DMB,4493
TERM,4491
NUM,4489
DBJA,4488
EBSB,4479
SPDV,4479
VSEC,4479
EOXFF,4475
LFUS,4472
UMHPRC,4469
JHMS,4468
ATLO,4463
FBC,4459
MGR,4459
LMRKN,4457
RFCI,4456
BCOW,4452
NFTI,4452
IXSE,4450
SCEPRK,4450
TWN,4450
MSA,4448
NYMTM,4441
CIMPRC,4439
SDURF,4439
CREXW,4431
DAIO,4431
SNBR,4429
HQI,4428
PSET,4428
RILYZ,4427
EZOO,4426
HWBK,4425
IFN,4420
CEFA,4413
IMLP,4413
LSACW,4411
ADTN,4410
ATCOPRG,4407
GDVPRH,4404
FXP,4403
MLPR,4394
MMI,4379
ITRN,4377
BSNU,4374
CSGP,4373
VEC,4372
AHLPRD,4370
BANC,4370
VLYPP,4370
DDT,4369
GOODN,4361
SCHL,4361
STK,4360
TCLAF,4357
LMICL,4356
CHH,4349
VHI,4344
INNPRE,4343
LEG,4338
CNTY,4337
TGLS,4337
OMCL,4333
DUKPRA,4330
JMP,4330
JRI,4329
AMER,4327
GBUG,4323
PMAY,4319
IWSH,4316
ALPRA,4313
ETIPR,4312
PBY,4312
FKU,4308
JPSE,4306
NWSGY,4305
NHC,4304
AMRB,4303
FFIV,4303
AGYS,4301
BEPPRA,4298
GWLLY,4296
TCPC,4296
QTSPRA,4295
CASH,4290
CICHY,4290
EXTN,4288
JMPLY,4288
SG,4288
VC,4288
GURU,4287
HCAPZ,4286
OPYGY,4280
OISHY,4279
MJJ,4277
PCOM,4271
BDCX,4270
BNKL,4268
SDXAY,4265
ALID,4264
DNPLY,4252
KFYP,4251
FTXD,4250
SFHY,4250
PRTA,4245
CGEM,4240
BELFB,4229
CBAN,4229
HBANO,4217
HNGR,4208
NYCBPRA,4202
MGTC,4200
SOLLY,4200
AXR,4199
KMPR,4199
SFB,4199
OVCHY,4197
SITCPRK,4195
WTRE,4181
BFSPRE,4178
AMN,4174
RMNI,4172
CRMT,4171
IIVIP,4171
CELC,4159
FMCCG,4158
BGSF,4152
CTAPRA,4149
AMUB,4147
PTACU,4145
AE,4141
BLK,4141
ACKAY,4138
GBLO,4134
PGAL,4133
LANDP,4131
FMBIO,4129
MMU,4127
BGAOY,4122
SITM,4122
PAC,4121
ROCHW,4121
BLX,4113
BOOM,4110
AUCOY,4104
BVH,4102
TIKRF,4100
MFV,4092
HSBCPRA,4088
QVCC,4086
FULC,4083
SONA,4078
TAEQ,4072
PBC,4071
HWCPL,4070
TCYMY,4065
ZIONP,4064
NPN,4061
AGMPRE,4056
SKFRY,4055
VINCU,4053
TSC,4052
BIOYF,4051
FC,4050
RYI,4049
GBCI,4048
ALTA,4045
CMFNL,4044
VOT,4039
YRKB,4037
TANNL,4031
LACQ,4030
DUKH,4023
CPS,4020
SLGN,4017
ELTK,4010
NXPC,4009
ATBPF,4004
L,4003
SNEX,4001
EVKIY,4000
LMEFF,4000
TDLAF,4000
APCOF,3997
MURGY,3994
JSCPY,3993
OXLCP,3992
MJDLF,3987
MDU,3985
SENY,3982
VCF,3982
IPODU,3977
TGIF,3976
HBMD,3974
FGBI,3971
ZESTD,3971
AHFCF,3969
EMF,3969
INDT,3968
DFEB,3967
CSL,3965
TRNS,3963
PSAPRF,3961
TANNI,3955
CNNE,3949
FLQE,3942
IVRPRB,3942
FLN,3940
TPSC,3940
BCPRC,3939
XFOR,3937
SSBP,3936
CYTR,3935
UBSI,3934
INSW,3927
TSCBP,3925
EPRPRE,3924
CPHC,3922
CLTL,3917
ELIO,3904
DSPG,3893
ARKR,3892
AGZD,3889
NSPRA,3886
GOLF,3873
TYIDY,3873
ROOF,3871
TNC,3870
HAP,3869
SAGE,3869
TDSD,3866
SSMXY,3865
BNOW,3861
RPLAU,3859
VRNT,3858
BKEPP,3857
VMI,3857
SCCB,3847
GLCN,3840
NL,3838
STARPRI,3838
CHGCY,3834
WINRD,3830
CPF,3829
BFST,3827
JBT,3825
CRY,3824
SVT,3820
TWNDU,3819
ASBPRD,3817
RTAI,3817
FNCB,3811
HWCC,3808
PGM,3803
NCBS,3795
FTV,3794
VRTV,3793
HYHG,3792
PUKPRA,3790
DXPRB,3788
DRHPRA,3787
AIRG,3786
NXJ,3785
HSMV,3783
ALK,3781
GAM,3780
VERY,3777
PWS,3771
KSCD,3769
TCBIP,3768
PEBPRD,3766
RAYT,3765
NCSM,3763
IMOS,3751
WDOFF,3751
DRUNF,3750
DEMZ,3748
TOTAR,3746
PINE,3745
ASXFY,3744
AGS,3740
FRPH,3740
ULTR,3739
DLX,3738
RNET,3729
GGTPRE,3724
MYI,3720
MLFNF,3717
TACBY,3717
MPWR,3711
WSCC,3708
BICEY,3706
MTRAF,3705
ESP,3702
ITVPY,3700
KXI,3699
CLDL,3697
RNDV,3696
TBK,3693
PBIO,3690
JHB,3689
QMN,3689
CRCUF,3684
IPKW,3680
MSC,3680
ROMJF,3679
JTD,3676
KUBTY,3674
GLPI,3670
YXI,3670
DCSX,3669
DQJCY,3669
SCGPY,3658
WRBPRD,3657
FRC,3656
AEFC,3655
LTSA,3654
MIXT,3653
GSAC,3648
GMTA,3646
CHII,3644
DASTY,3643
BEEMW,3641
FLGZY,3639
KELYA,3639
SREA,3639
CLIIU,3635
CSGS,3635
OTIVF,3633
GABPRK,3632
STLV,3630
ROM,3622
PRA,3616
MTTRY,3607
IJK,3603
ICUI,3598
PALL,3595
UHAL,3593
SCU,3591
CBU,3585
EVOP,3569
HIW,3565
PRIFPRA,3557
AWR,3555
AEGXF,3554
JZZI,3554
HFROPRA,3553
SMP,3549
MBCN,3545
CEL,3544
KNL,3544
FORR,3542
BECN,3541
AHHPRA,3539
GJNSY,3539
DON,3538
SANPRB,3537
AEB,3535
FIBK,3532
THUPY,3532
FCAP,3530
